id,date,datetime,platform,scene_cloud,mean_C,median_C,q10_C,q90_C,min_C,max_C,valid_pixels,valid_fraction,file,source
LC08_L2SP_196024_20250512_02_T1,2025-05-12,2025-05-12T10:20:53.419654Z,landsat-8,0.08,30.27168174258432,30.060808181762695,24.571468353271484,36.00816345214844,20.124624252319336,55.65494155883789,121496,0.14201852964486017,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250512_lc08_l2sp_196024_20250512_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20240829_02_T1,2024-08-29,2024-08-29T10:21:14.916901Z,landsat-8,16.67,29.185424865233003,29.155033111572266,22.975252151489258,35.93980407714844,12.762208938598633,51.303802490234375,31739,0.0371002017547756,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240829_lc08_l2sp_196024_20240829_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20250520_02_T1,2025-05-20,2025-05-20T10:21:24.671977Z,landsat-9,27.94,29.727393104780848,29.883071899414062,23.180334091186523,35.75864791870117,18.217369079589844,44.61132049560547,48868,0.057122551414738154,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250520_lc09_l2sp_196025_20250520_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20250511_02_T1,2025-05-11,2025-05-11T10:27:40.938419Z,landsat-9,0.01,30.327504578506893,30.74099349975586,24.51336097717285,35.512550354003906,18.692474365234375,53.4332275390625,397351,0.4561223669861677,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250511_lc09_l2sp_197025_20250511_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20250511_02_T1,2025-05-11,2025-05-11T10:27:17.055874Z,landsat-9,0.13,30.119776971981803,30.467552185058594,24.32537078857422,35.440773010253906,18.736907958984375,53.4400634765625,450458,0.5265472346971457,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250511_lc09_l2sp_197024_20250511_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20230810_02_T1,2023-08-10,2023-08-10T10:27:50.720541Z,landsat-9,0.01,29.768603618567607,29.971939086914062,23.809249877929688,34.76742172241211,21.25598907470703,56.09928512573242,418902,0.48086093095333754,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230810_lc09_l2sp_197025_20230810_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20240609_02_T1,2024-06-09,2024-06-09T10:27:24.097345Z,landsat-9,9.14,28.477496075928418,28.772214889526367,21.505504608154297,34.593101501464844,17.506420135498047,55.337066650390625,373022,0.4281949147678356,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240609_lc09_l2sp_197025_20240609_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20250807_02_T1,2025-08-07,2025-08-07T10:28:03.436031Z,landsat-8,11.7,29.304901122803482,29.496835708618164,23.802413940429688,34.470054626464844,2.7029762268066406,54.60902786254883,343825,0.394679446708374,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250807_lc08_l2sp_197025_20250807_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20240609_02_T1,2024-06-09,2024-06-09T10:27:00.223274Z,landsat-9,29.56,28.154263658533093,28.314199447631836,21.1192684173584,34.411949157714844,17.311594009399414,55.316558837890625,433251,0.5064337096461226,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240609_lc09_l2sp_197024_20240609_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20240820_02_T1,2024-08-20,2024-08-20T10:27:49.254347Z,landsat-8,5.28,29.75950149308115,30.026628494262695,24.704771041870117,34.22053909301758,12.916020393371582,52.5889778137207,368608,0.42312804913045976,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240820_lc08_l2sp_197025_20240820_02_t1_LST_C.tif,local_existing
LC08_L2SP_197024_20240820_02_T1,2024-08-20,2024-08-20T10:27:25.376014Z,landsat-8,12.6,29.492203617696877,29.80445671081543,24.39031410217285,34.12825393676758,12.987798690795898,52.5650520324707,428490,0.5008685040456158,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240820_lc08_l2sp_197024_20240820_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20220723_02_T1,2022-07-23,2022-07-23T10:21:49.382396Z,landsat-8,19.86,29.448799377729433,29.41822052001953,24.215993881225586,34.10090637207031,18.44295883178711,55.326812744140625,108497,0.12682380005002958,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220723_lc08_l2sp_196024_20220723_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20230623_02_T1,2023-06-23,2023-06-23T10:27:23.685541Z,landsat-9,15.67,28.89016984846866,28.45092010498047,24.30144500732422,33.86506271362305,20.555294036865234,46.16993713378906,92416,0.10608505997818975,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230623_lc09_l2sp_197025_20230623_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20240728_02_T1,2024-07-28,2024-07-28T10:21:30.909448Z,landsat-8,24.46,29.056408520403107,28.898681640625,24.178396224975586,33.83771896362305,19.656354904174805,52.42149353027344,249751,0.29193775759970264,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240728_lc08_l2sp_196025_20240728_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20230623_02_T1,2023-06-23,2023-06-23T10:26:59.794526Z,landsat-9,20.33,28.733846165308012,28.36205291748047,23.96647834777832,33.73859786987305,20.568965911865234,46.15626525878906,99846,0.11671151404919262,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230623_lc09_l2sp_197024_20230623_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20240509_02_T1,2024-05-09,2024-05-09T10:21:10.121532Z,landsat-8,15.12,27.513830760150434,27.302465438842773,21.857561111450195,33.301090240478516,16.37163734436035,55.962562561035156,430423,0.5031280172625407,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240509_lc08_l2sp_196025_20240509_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20200412_02_T1,2020-04-12,2020-04-12T10:21:30.785447Z,landsat-8,28.22,28.576063546662677,28.765378952026367,24.028003692626953,33.242984771728516,17.03473472595215,49.87848663330078,452292,0.5286910253023399,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200412_lc08_l2sp_196025_20200412_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20230818_02_T1,2023-08-18,2023-08-18T10:28:01.641922Z,landsat-8,19.98,28.483869109636707,28.744871139526367,23.44010353088379,33.191715240478516,0.49835336208343506,51.50546646118164,281905,0.3236009872008265,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230818_lc08_l2sp_197025_20230818_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20210720_02_T1,2021-07-20,2021-07-20T10:21:50.900371Z,landsat-8,24.3,27.44082445987175,27.275121688842773,22.20277976989746,32.54912567138672,19.00693130493164,51.884864807128906,143026,0.16718527540812678,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20210720_lc08_l2sp_196025_20210720_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20200412_02_T1,2020-04-12,2020-04-12T10:21:06.907115Z,landsat-8,4.59,27.905773138402033,27.818586349487305,23.597332000732422,32.50811004638672,17.24665069580078,49.89558029174805,132985,0.15544819718197908,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200412_lc08_l2sp_196024_20200412_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20240501_02_T1,2024-05-01,2024-05-01T10:21:29.946301Z,landsat-9,18.12,26.297544157974073,26.536828994750977,19.91612434387207,32.40557098388672,10.714815139770508,49.550357818603516,429678,0.5022571753863849,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240501_lc09_l2sp_196025_20240501_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20240509_02_T1,2024-05-09,2024-05-09T10:20:46.243199Z,landsat-8,19.09,26.533659464800046,26.020708084106445,21.63538932800293,32.09794998168945,16.416072845458984,55.952308654785156,124171,0.14514537799213087,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240509_lc08_l2sp_196024_20240509_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20210821_02_T1,2021-08-21,2021-08-21T10:22:04.025246Z,landsat-8,14.24,27.617087757499572,27.712629318237305,22.975252151489258,31.974899291992188,17.851640701293945,48.79155731201172,448151,0.5238505471692378,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20210821_lc08_l2sp_196025_20210821_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20230530_02_T1,2023-05-30,2023-05-30T10:27:22.997817Z,landsat-8,1.64,26.155762067484766,26.57784652709961,19.782821655273438,31.937301635742188,14.119163513183594,47.03127670288086,425170,0.4880560179073638,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230530_lc08_l2sp_197025_20230530_02_t1_LST_C.tif,local_existing
LC08_L2SP_197024_20230530_02_T1,2023-05-30,2023-05-30T10:26:59.111012Z,landsat-8,13.22,25.97234977913725,26.379600524902344,19.584577560424805,31.827924728393555,13.30567455291748,46.99709701538086,449941,0.5259429055025517,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230530_lc08_l2sp_197024_20230530_02_t1_LST_C.tif,local_existing
LC09_L2SP_196024_20240501_02_T1,2024-05-01,2024-05-01T10:21:06.063758Z,landsat-9,11.03,26.560305150648535,26.300987243652344,21.932756423950195,31.807416915893555,13.609878540039062,49.516178131103516,134353,0.15704727327134965,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240501_lc09_l2sp_196024_20240501_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20200919_02_T1,2020-09-19,2020-09-19T10:21:45.692718Z,landsat-8,0.27,27.611039323786212,27.96214485168457,23.38199806213379,31.287878036499023,20.155385971069336,41.97260665893555,117409,0.13724117293633853,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200919_lc08_l2sp_196024_20200919_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20200919_02_T1,2020-09-19,2020-09-19T10:22:09.579520Z,landsat-8,0.07,27.39285002044639,27.685283660888672,23.49479103088379,30.580347061157227,20.090444564819336,41.97944259643555,451574,0.5278517441384744,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200919_lc08_l2sp_196025_20200919_02_t1_LST_C.tif,local_existing
LC08_L2SP_197024_20240921_02_T1,2024-09-21,2024-09-21T10:27:35.496014Z,landsat-8,0.65,27.017075231676777,27.305883407592773,23.06412124633789,30.29323387145996,19.41709327697754,45.9477653503418,451615,0.5278996696645447,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240921_lc08_l2sp_197024_20240921_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20260428_02_T1,2026-04-28,2026-04-28T10:27:47.464465Z,landsat-9,8.3,24.977987908427348,24.974794387817383,19.93321418762207,30.25563621520996,7.3788275718688965,48.68560028076172,347310,0.3986799058715491,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260428_lc09_l2sp_197025_20260428_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20240921_02_T1,2024-09-21,2024-09-21T10:27:59.382818Z,landsat-8,0.18,27.033316903250437,27.312719345092773,23.10171890258789,30.238544464111328,19.32139015197754,45.79737091064453,417988,0.4798117430982035,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240921_lc08_l2sp_197025_20240921_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20200910_02_T1,2020-09-10,2020-09-10T10:28:17.416824Z,landsat-8,25.31,26.103606260725723,26.413780212402344,21.1602840423584,30.235126495361328,18.207115173339844,45.414554595947266,410542,0.4712644205934684,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200910_lc08_l2sp_197025_20200910_02_t1_LST_C.tif,local_existing
LC08_L2SP_197024_20230514_02_T1,2023-05-14,2023-05-14T10:26:57.495096Z,landsat-8,21.32,24.58424180046445,24.574886322021484,18.914644241333008,30.101823806762695,12.020499229431152,49.93317794799805,369751,0.4322075900006312,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230514_lc08_l2sp_197024_20230514_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20220503_02_T1,2022-05-03,2022-05-03T10:27:47.968725Z,landsat-9,12.87,24.91104610092661,25.20380210876465,19.693954467773438,29.77027702331543,13.069830894470215,46.610862731933594,394745,0.4531309189003042,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220503_lc09_l2sp_197025_20220503_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20220503_02_T1,2022-05-03,2022-05-03T10:27:24.090417Z,landsat-9,27.19,24.851062177313526,25.070499420166016,19.673444747924805,29.75660514831543,13.452649116516113,46.610862731933594,442869,0.517676336713057,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220503_lc09_l2sp_197024_20220503_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20210906_02_T1,2021-09-06,2021-09-06T10:22:08.772433Z,landsat-8,3.61,24.960387946191947,25.15595054626465,20.24767303466797,29.2473201751709,14.570342063903809,44.56005096435547,368375,0.4305991625891006,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20210906_lc08_l2sp_196025_20210906_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20250426_02_T1,2025-04-26,2025-04-26T10:21:18.061442Z,landsat-8,20.09,24.266856425072167,24.058765411376953,19.91612434387207,28.967041015625,15.08646297454834,49.97761154174805,324599,0.3794287277292418,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250426_lc08_l2sp_196025_20250426_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20220418_02_T1,2022-04-18,2022-04-18T10:21:43.304690Z,landsat-8,0.36,24.41695374807006,24.694517135620117,19.738388061523438,28.874755859375,13.907245635986328,46.761253356933594,452362,0.5287728493712405,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220418_lc08_l2sp_196025_20220418_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20250426_02_T1,2025-04-26,2025-04-26T10:20:54.187346Z,landsat-8,4.29,23.810442302727953,23.39908790588379,19.451274871826172,28.608150482177734,15.435100555419922,49.97077560424805,88189,0.10308546874671243,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250426_lc08_l2sp_196024_20250426_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20230904_02_T1,2023-09-04,2023-09-04T10:21:52.062006Z,landsat-9,0.17,24.184676539310097,24.051929473876953,19.728134155273438,28.5329532623291,12.80322551727295,44.4472541809082,391968,0.4581773805543931,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230904_lc09_l2sp_196025_20230904_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20260523_02_T1,2026-05-23,2026-05-23T10:21:12.712721Z,landsat-9,13.5,22.9864727026117,22.55996322631836,17.431224822998047,28.40956268310547,11.586410522460938,38.486228942871094,4562,0.005332591461775301,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260523_lc09_l2sp_196025_20260523_02_t1_LST_C.tif,local_existing
LC09_L2SP_196024_20230904_02_T1,2023-09-04,2023-09-04T10:21:28.179462Z,landsat-9,0.35,24.120051006870746,23.682783126831055,20.189565658569336,28.36888885498047,16.35796546936035,44.4233283996582,123742,0.14464391334129753,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230904_lc09_l2sp_196024_20230904_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20220418_02_T1,2022-04-18,2022-04-18T10:21:19.417886Z,landsat-8,0.01,23.82916471922361,23.768234252929688,19.31797218322754,28.283437728881836,14.324244499206543,46.764671325683594,128668,0.15040198996135565,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220418_lc08_l2sp_196024_20220418_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20200514_02_T1,2020-05-14,2020-05-14T10:21:18.360216Z,landsat-8,20.36,22.505683321789824,22.859039306640625,16.023000717163086,27.924545288085938,11.06003475189209,44.63182830810547,198843,0.2324306190341487,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200514_lc08_l2sp_196025_20200514_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20220512_02_T1,2022-05-12,2022-05-12T10:21:31.499369Z,landsat-9,25.22,21.00593443998085,20.531368255615234,15.424846649169922,27.876693725585938,10.267054557800293,36.09703063964844,54316,0.06349080180574031,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220512_lc09_l2sp_196025_20220512_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20250409_02_T1,2025-04-09,2025-04-09T10:27:56.855004Z,landsat-9,20.62,22.950920273030107,23.194005966186523,19.01034927368164,26.57784652709961,12.666504859924316,40.72844696044922,397525,0.456322102967342,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250409_lc09_l2sp_197025_20250409_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20250409_02_T1,2025-04-09,2025-04-09T10:27:32.976696Z,landsat-9,10.54,22.80788928688154,23.04019546508789,18.808687210083008,26.523157119750977,12.683594703674316,40.824153900146484,451428,0.5276810825090532,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250409_lc09_l2sp_197024_20250409_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20220417_02_T1,2022-04-17,2022-04-17T10:27:53.559258Z,landsat-9,0.02,22.50684678108301,22.814605712890625,18.278892517089844,26.372764587402344,13.083502769470215,44.16355895996094,402000,0.4614589909889227,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220417_lc09_l2sp_197025_20220417_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20220417_02_T1,2022-04-17,2022-04-17T10:27:29.685187Z,landsat-9,0.53,22.371487594763224,22.630033493041992,18.12166404724121,26.321495056152344,13.076666831970215,44.17381286621094,451716,0.5280177301068155,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20220417_lc09_l2sp_197024_20220417_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20240922_02_T1,2024-09-22,2024-09-22T10:21:39.378597Z,landsat-9,29.88,21.635768514911767,21.29700469970703,17.53034782409668,26.27364158630371,10.444791793823242,39.97306823730469,374341,0.4375729110899667,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240922_lc09_l2sp_196025_20240922_02_t1_LST_C.tif,local_existing
LC09_L2SP_196024_20240922_02_T1,2024-09-22,2024-09-22T10:21:15.500290Z,landsat-9,19.89,21.445252545502413,21.1671199798584,18.008869171142578,25.26532554626465,13.50050163269043,36.55846405029297,72353,0.08457452653086989,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240922_lc09_l2sp_196024_20240922_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20230928_02_T1,2023-09-28,2023-09-28T10:22:00.706247Z,landsat-8,21.27,20.799628831749253,20.603147506713867,18.374597549438477,23.597332000732422,14.532743453979492,27.852767944335938,21805,0.025488197462518732,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230928_lc08_l2sp_196025_20230928_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20240423_02_T1,2024-04-23,2024-04-23T10:21:21.260906Z,landsat-8,27.77,17.752416271774383,17.520092010498047,12.536620140075684,22.852203369140625,7.505294322967529,41.62738800048828,300338,0.3510696743635841,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240423_lc08_l2sp_196025_20240423_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20250402_02_T1,2025-04-02,2025-04-02T10:21:41.406812Z,landsat-9,6.56,19.898657092261764,19.998157501220703,17.09967613220215,22.735992431640625,6.541412830352783,32.86358642578125,203559,0.23794322344750518,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250402_lc09_l2sp_196025_20250402_02_t1_LST_C.tif,local_existing
LC08_L2SP_197024_20200505_02_T1,2020-05-05,2020-05-05T10:27:05.857232Z,landsat-8,12.66,17.50809352519735,17.60896110534668,12.263177871704102,22.394189834594727,6.168848514556885,44.3481330871582,416100,0.4863856438502199,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20200505_lc08_l2sp_197024_20200505_02_t1_LST_C.tif,local_existing
LC09_L2SP_196024_20250402_02_T1,2025-04-02,2025-04-02T10:21:17.528504Z,landsat-9,3.82,19.298012478140226,19.263282775878906,16.525449752807617,22.291648864746094,6.380765914916992,34.22053909301758,82625,0.09658162418438937,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250402_lc09_l2sp_196024_20250402_02_t1_LST_C.tif,local_existing
LC09_L2SP_196024_20260421_02_T1,2026-04-21,2026-04-21T10:21:15.692122Z,landsat-9,11.77,18.314665559878748,17.991779327392578,14.748078346252441,22.096820831298828,9.843219757080078,37.392459869384766,117242,0.13704596408624725,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260421_lc09_l2sp_196024_20260421_02_t1_LST_C.tif,local_existing
LC08_L2SP_197024_20250401_02_T1,2025-04-01,2025-04-01T10:27:20.342453Z,landsat-8,4.54,18.727425849866712,18.907808303833008,15.691452026367188,21.567028045654297,10.379849433898926,34.610191345214844,404758,0.4731278068577921,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250401_lc08_l2sp_197024_20250401_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20250401_02_T1,2025-04-01,2025-04-01T10:27:44.220786Z,landsat-8,25.41,18.758081968532,18.93857192993164,15.725632667541504,21.560192108154297,10.383267402648926,34.66146469116211,367972,0.4223979796820295,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20250401_lc08_l2sp_197025_20250401_02_t1_LST_C.tif,local_existing
LC08_L2SP_197025_20210422_02_T1,2021-04-22,2021-04-22T10:27:42.308488Z,landsat-8,4.16,15.937598248976553,15.79741096496582,11.203592300415039,20.958621978759766,0.6590002775192261,32.685848236083984,237690,0.27284623773173394,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20210422_lc08_l2sp_197025_20210422_02_t1_LST_C.tif,local_existing
LC08_L2SP_196025_20230405_02_T1,2023-04-05,2023-04-05T10:21:35.380497Z,landsat-8,2.46,17.184744924489483,17.11334800720215,13.466320991516113,20.835573196411133,9.621048927307129,38.636619567871094,449450,0.5253689681049779,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230405_lc08_l2sp_196025_20230405_02_t1_LST_C.tif,local_existing
LC08_L2SP_196024_20230405_02_T1,2023-04-05,2023-04-05T10:21:11.502167Z,landsat-8,6.71,16.63385159829449,16.34429359436035,13.141609191894531,20.104116439819336,10.273890495300293,38.650291442871094,130390,0.152414862056309,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230405_lc08_l2sp_196024_20230405_02_t1_LST_C.tif,local_existing
LC09_L2SP_196024_20260523_02_T1,2026-05-23,2026-05-23T10:20:48.842887Z,landsat-9,24.78,15.967218929775015,15.643599510192871,14.174534606933594,19.184669494628906,11.333477020263672,21.461069107055664,1867,0.002182364809104447,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20260523_lc09_l2sp_196024_20260523_02_t1_LST_C.tif,local_existing
LC09_L2SP_197025_20230404_02_T1,2023-04-04,2023-04-04T10:28:01.711395Z,landsat-9,1.83,14.975018320248793,14.94290542602539,11.408673286437988,18.244712829589844,8.223078727722168,35.23227310180664,405143,0.46506686563737587,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230404_lc09_l2sp_197025_20230404_02_t1_LST_C.tif,local_existing
LC09_L2SP_197024_20230404_02_T1,2023-04-04,2023-04-04T10:27:37.828851Z,landsat-9,0.61,14.862117340943593,14.782258987426758,11.268534660339355,18.179771423339844,8.199151992797852,35.23569107055664,451753,0.5280609799718058,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20230404_lc09_l2sp_197024_20230404_02_t1_LST_C.tif,local_existing
LC09_L2SP_196025_20240415_02_T1,2024-04-15,2024-04-15T10:21:46.643490Z,landsat-9,28.03,12.853657754547394,13.134773254394531,11.449689865112305,14.016622543334961,6.589264869689941,14.830111503601074,669,7.820043156351768e-4,data/landsat_lst/koeln/03_landsat_scenes/all_processed_lst_c/20240415_lc09_l2sp_196025_20240415_02_t1_LST_C.tif,local_existing
